crawling_id,title,content,article_url,map_id,shop_id,category_cd,information_cd,shop_cd,created_dt,sentimental,score,keywords
405,Review - 서당골산채,한정식 먹고 싶을 때 방문하는 집. 깔끔하고 자극적이지 않은 반찬들이 나와요.,"<a href=""https://www.diningcode.com/profile.php?rid=2qKrS3p6BvT2"">Review - 서당골산채</a> ",4,4,CA01,IC01,SC01,2026-05-08 10:32,positive,0.6162,#한정식 먹고 싶을 때#깔끔하고 자극적이지 않은
406,Review - 서당골산채,동네 어르신들이 많이 방문하는 음식점 같습니다. 가족단위로도 많이 오시고요. 반찬은 엄청 많이 나오고 돌솥정식에도 나오는 더덕 말고는 모두 리필 가능합니다.,"<a href=""https://www.diningcode.com/profile.php?rid=2qKrS3p6BvT2"">Review - 서당골산채</a> ",4,4,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5828,#동네 어르신들#가족단위로도 많이#반찬은 엄청 많이#모두 리필 가능합니다
407,Review - 서당골산채,오랜만에 정갈하고 맛있는 나물반찬을 다양하게 맛볼 수 있었어요! 특히 더덕구이.. 너무 맛있어요.. 예약하고 방문하시면 좋을 것 같습니당,"<a href=""https://www.diningcode.com/profile.php?rid=2qKrS3p6BvT2"">Review - 서당골산채</a> ",4,4,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9947,#정갈하고 맛있는#더덕구이.. 너무 맛있어요..#예약하고 방문
408,Crawl - 차현희순두부청국장,,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Crawl - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
409,Review - 차현희순두부청국장,음식이 깔끔하고 맛있어요! 주차공간 넉넉하구이번에 새로 건물 올리셔서 다 깨끗하고 오픈주방 완전 깔끔합니다평일 점심 11시정도 방문하면 웨이팅없이 먹을수있고 11시40분쯤 나오니 웨이팅 4번 부르고 있더라구여평점 좋고 맛있는 이유가 있네여 굿굿엄마아빠 모시고 가고 싶어요 !,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.997,#음식이 깔끔하고#맛있어요#주차공간 넉넉하구#오픈주방 완전 깔끔합니다#평점 좋고#맛있는 이유가 있네여#가고 싶어요
410,Review - 차현희순두부청국장,명절이 가까워서인지 어느 식당이든 만원이다 강릉에서 제대로된 짬뽕순두부와 청국장을 먹어볼 수 있는 몇 안되는 곳이다 맛있다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9824,#제대로된 짬뽕순두부#청국장을 먹어볼#맛있다
411,Review - 차현희순두부청국장,룸도 많고 11시쯤 가니 웨이팅도 없음두번째라 바로들어가서 먹었는디 나올때쯤은 웨이팅 바글바글주차장넓고 확장중인지 공사중임,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9737,#웨이팅도 없음#웨이팅 바글바글#공사중임
412,Review - 차현희순두부청국장,된장이나 두부전골의 양념 간이 조금 쎈 듯 해요. 지역 특성일 수 있다고 생각해요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.64,#지역 특성일 수
413,Review - 차현희순두부청국장,가족들과 함께 온 강릉 여행에서 필수로 들려야 하는 순두부 전골 맛집 입니다. 청국장에서 정말로 냄새가 안나서 조금 신기했어요. 순두부 전골에 해물이 잔뜩 들어가서 아주 감칠맛이 넘쳤습니다.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9598,#필수로 들려야#냄새가 안나서#감칠맛이 넘쳤습니다
414,Review - 차현희순두부청국장,"손님 진짜진짜 많고 대기도 조금 했는데 전혀 시간이 아깝지 않은 식당이에요.일단 반찬 가지수도 많은데 전부 맛있습니다.순두부 전골은 처음엔 평범할거라 생각했는데 지금 또 먹고싶다는 생각이 드는건 전골이에요. 한식 최대치로 맛있게 자극적입니다.모두부는 1개 주문했는데 저희가 두 테이블을 사용해서 두 접시로 나누어 주셨어요. 말씀도 따로 안드렸는데,,ㅎㅎㅎ 바쁘신데도 전부 친절하게 응대해주셔서 더 좋았어요.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9891,#전혀 시간이 아깝지 않은#전부 맛있습니다#또 먹고싶다는#친절하게 응대해주셔서
415,Review - 차현희순두부청국장,"처음에는 청국장 정식이 2만 원이라고 해서 비싸다고 생각했음. 그런데 밑반찬이 나오자마자 그런 생각이 싹 사라짐. 단순히 반찬 가짓수가 많은 게 아니라 하나하나 정성이 느껴지는 구성. 생선구이 두 마리가 기본으로 나오고, 제육볶음과 오징어볶음까지 곁들여져서 푸짐하게 한 상이 차려짐. 메인 반찬뿐만 아니라 작은 반찬들도 다 맛있어서 반찬 하나만으로도 밥 한 공기는 뚝딱임.청국장은 기존에 먹어본 것과 확연히 달랐음. 보통 청국장은 쿰쿰한 향이 강하게 올라오는데, 이곳은 그런 향이 거의 없고 콩 본연의 감칠맛이 도드라짐. 국물이 굉장히 크리미하고 부드러우면서도 깊은 맛이 남. 특유의 냄새가 없어 옷에 배일 걱정 없이 편하게 먹을 수 있는 것도 장점.직원들도 친절하게 응대해 주셔서 기분 좋게 식사할 수 있었음. 계산하면서 벽에 걸린 안내문을 보니, 이곳 사장님이 ‘아너 소사이어티’ 회원으로 1억 원 이상 기부하신 분이라고 함. 음식도 맛있고, 좋은 일까지 하시는 걸 보니 더 인상 깊었던 식당.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9746,#정성이 느껴지는#푸짐하게 한 상#기분 좋게#음식도 맛있고
416,Review - 차현희순두부청국장,강릉 놀러갔다가 우연히 알게되 가본 맛집.가성비도 좋았고 맛도 좋았음 특히 정식에서 나오는 생선도 순두부 찌개도 좋았다.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9935,#가성비도 좋았고#맛도 좋았음#생선도 좋았다#순두부 찌개도 좋았다
417,Review - 차현희순두부청국장,이제 이동네는 항상사람많은 곳이 되었네요. 고분옥할머님 돌아가시고 갈곳없어 들어가보았습니다. 관광객 상대로 잘하십니다. 맛은 적당히 좋습니다. 가자미 등은.아이가있다면 좋은 선택이 될것같아요.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.7133,#관광객 상대로 잘하십니다#맛은 적당히 좋습니다#좋은 선택이 될것같아요
418,Review - 차현희순두부청국장,짬뽕순두부도 당연히 맛있는데 밑반찬들도 퀄리티가 너무 좋아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9949,#맛있는데#퀄리티가 너무 좋아요
419,Review - 차현희순두부청국장,존맛이고 반찬도 다 개맛있음..사장님 기부도 많이 하시던데 더 번창하시길 멋있으심 ㅠ,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9747,#존맛이고#반찬도 다#개맛있음#더 번창하시길#멋있으심
420,Review - 차현희순두부청국장,순두부가 너무 맛있고 강릉 살면서 이런 곳이 있는 줄 몰랐는데 엄마 놀러오셨을 때  맛있게 먹었어요또 가고싶어요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9967,#순두부가 너무 맛있고#맛있게 먹었어요#또 가고싶어요
421,Review - 차현희순두부청국장,강릉은 두부가 유명해서 일부러 방문했는데 맛도 칼칼하고 좋았어요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9728,#두부가 유명해서#맛도 칼칼하고
422,Review - 차현희순두부청국장,강릉가면 방문하는 순두부 청국장 맛집.푸짐하게 한상 차림으로 나오고 든든해요.고소한 순두부도 맛있지만 청국장도 냄새가 안나고 맛있어서 여러번 방문한 곳이에요. 맛있어요.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9754,#푸짐하게 한상 차림#든든해요#맛있어서 여러번 방문한 곳이에요#맛있어요
423,Review - 차현희순두부청국장,반찬도 푸짐하고 리필까지 가능하니 배 부르게 먹었습니다. 순두부도 전골도 맛있고 음식도 빨리 나와요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.8065,#반찬도 푸짐하고#리필까지 가능하니#맛있고 음식도 빨리
424,Review - 차현희순두부청국장,웨이팅있는 순두부집메인메뉴보다 개인적으로기본상차람 밑반찬 맛이 정말 좋음,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9724,#밑반찬 맛이#정말 좋음
425,Review - 차현희순두부청국장,맛도 좋고 얼큰한 느낌 순두부 전골이라 만족스러웠어요!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9901,#맛도 좋고#얼큰한 느낌#만족스러웠어요
426,Review - 차현희순두부청국장,"메인 메뉴 외 에도 다른 밑반찬들도 조연이라 하기엔 모두 맛있어서 너무 만족하고 너무 배부르고 맛있게 먹었어요건강하고 가성비 좋고 맛좋은 콩 , 두부 요리를 먹고 싶으신 분들께 강력추천 하고 싶은 곳","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9972,#너무 만족하고#너무 배부르고#맛있게 먹었어요#가성비 좋고#맛좋은 콩#강력추천 하고 싶은
427,Review - 차현희순두부청국장,순두부전골이 얼큰해서 누구나 무난히 좋아할 맛입니다. 정식시키면 나오는 밑반찬 중에 깻잎지가 정말 맛있었습니다!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9793,#무난히 좋아할 맛#정말 맛있었습니다
428,Review - 차현희순두부청국장,완전 푸짐하고 양념게장 같은 반찬도 리필되서 너무 좋아요. 벌써 4번째 재방문순두부 종류도 다양해서 그때그때 취향에따라 시켜먹기좋음,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9948,#완전 푸짐하고#너무 좋아요#재방문순두부 종류도
429,Review - 차현희순두부청국장,"가고자 했던 곳에 대기가 너무 많아서 택시 기사님의 추천으로 온 곳.  짧은 대기로 들어가게 되었는데 메뉴가 한정되어 있고 강릉 초당두부를 즐길 수 있게 하기 보다는 관광객을 대규모로 상대하는 곳 같음. 물론 장맛 깔끔하고 초당마을 음식점 답게 msg 등 찝찝한 뒷맛은 전혀 없음. 제육,쌈 등 반찬을 풍성하게 셀프로 가져다 먹을 수 있음.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.7837,#장맛 깔끔#찝찝한 뒷맛은 전혀 없음#반찬을 풍성하게
430,Review - 차현희순두부청국장,강릉 여행가면 한번은 들리게 되는순두부 전문점인 차현희순두부청국장입니다.우선 주차장이 넓어서 주차편리합니다..순두부전문점 답게 입구에 콩비지를무료로 가져갈수있게 내놓고있어요.매장 아주 넓습니다.. 큰홀 과개별룸로 여러개 있어요.. 월욜 점심때갔는데 그 넓은 테이블이 꽉 찼는데다행히 기다리지않고 착석..전골 정식은 2인이상 주문 가능해요..우린 일행이 4명이라 콩비지전골정식 2인 순두부 전골정식 2인분을 주문했습니다.. 정식이라 반찬에 생선구이가 포함.. 고등어구이 가자미 구이 고소하고 맛있어요..순두부전골은 적당히 매콤.. 부드러운 순두부와 잘 어울리는 조합입니다..콩비지 전골도 굿~!! 쌈야채는 샐프리필 가능.. 다른 반찬들도 좋습니다..ㅔ,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9547,#주차편리합니다#매장 아주 넓습니다#기다리지않고 착석#고소하고 맛있어요#적당히 매콤#콩비지 전골도 굿#샐프리필 가능
431,Review - 차현희순두부청국장,순두부 싫어하는데 여기는 맛있어요~ 저 생선구이?가 진짜 맛있습니다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.7194,#여기는 맛있어요#진짜 맛있습니다
432,Review - 차현희순두부청국장,원래가려던 순두부집이 문을 닫아서 간곳인데 정말 만족스러웠어요 다음에 강릉가면 또 거고싶을정도 ㅎㅎ 푸짐하고 밑반찬에 가자미구 특히 맛있었어요 순두부도 야들야들하니 맛있고 자극적이지 않은 맛이라 좋아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9975,#정말 만족스러웠어요#푸짐하고 밑반찬#특히 맛있었어요#야들야들하니 맛있고#자극적이지 않은 맛
433,Review - 차현희순두부청국장,"밑반찬이 아주 맛있어요.순두부찌개는 평범하다는 평을 들어 기대하지 않았으나, 의외로 맛있어서 놀랐습니다.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9636,#아주 맛있어요#의외로 맛있어서#놀랐습니다
434,Review - 차현희순두부청국장,아침일찍 갔는데 웨이팅은 없었고 바로 먹을수있었어요. 음식 빨리나오고 살짝 얼큰한 맛의 순두부전골입니다. 순두부전골은 평범한 맛이었는데 반찬들이 대체로 맛있었어요.!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9401,#바로 먹을수있었어요#음식 빨리나오고#반찬들이 맛있었어요
435,Review - 차현희순두부청국장,아침식사로도 손색없을 뿐더러 오픈 시간에도 겨우 들어갈 정도로 인기가 많아요. 정말 맛있고 푸짐합니다.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9964,#아침식사로도 손색없을 뿐더러#정말 맛있고#푸짐합니다
436,Review - 차현희순두부청국장,부모님이랑 방문했는데 입맛 까다로우신데도 맛있게 드셨어요 !,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9965,#맛있게 드셨어요#입맛 까다로우신데도
437,Review - 차현희순두부청국장,"순두부도 맛있지만 반찬이맛났어요! 반찬도 리필가능해서 좋구요~무료주차되고, 맛있게잘 먹었어요^^","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9972,#반찬이맛났어요#리필가능해서 좋구요#무료주차되고#맛있게잘 먹었어요
438,Review - 차현희순두부청국장,순두부거리에 있는 유명한 순두부식당 중 한 곳이라 그런가 사람 바글바글하고 넓은 주차장도 금세 꽉 찰 정도예요 오전 일찍 갔는데 웨이팅은 없었지만 테이블은 거의 꽉 차있었고 식사하고 나오니 웨이팅이 많이 생겼었어요가격대는 저렴한 편인데 그래서 그런가 메인인 순두부전골 양이 그닥 많다고 느껴지지는 않았어요 두부 양이 적어서 아쉬웠고 다른 반찬들이 없었으면 먹을 게 없었을수도 있었다는 생각이 들었어요쌈야채는 좀 뻣뻣한게 많았지만 그래도 먹을만했고 밑반찬들은 전부 셀프로 리필이 가능했어요 제육볶음도 무한리필이라 놀랐어요 그런데 제육볶음은 상한건 아니긴 한데 양념에서 약간 시큼한 느낌이 나서 아쉬웠어요 가자미구이도 정식에 포함되어있고 한끼 잘 먹고 나오기 좋은 식당 같아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.8308,#넓은 주차장#밑반찬들은 전부 셀프로#제육볶음도 무한리필#한끼 잘 먹고
439,Review - 차현희순두부청국장,사람이 많으나 음식이 맛있고 깔끔함. 누구나 무난히 맛있게 먹을맛. 강릉 간다면 추천.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9864,#음식이 맛있고#깔끔함#추천
440,Review - 차현희순두부청국장,사람도 너무 많고 대기 길어서 힘들었어요 음식 맛도 특별한 맛은 아니라 다음부터는 다른곳 갈거같아요!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,negative,0.7074,#사람도 너무 많고#대기 길어서 힘들었어요#특별한 맛은 아니라#다른곳 갈거같아요
441,Review - 차현희순두부청국장,로컬맛집이라고 하여 방문했는데 역시 맛있더라고요. 찬이 다양하고 간이 세지 않아  부모님과 함께 와도 좋을 것 같아요.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9974,#맛있더라고요#찬이 다양하고#간이 세지 않아#부모님과 함께
442,Review - 차현희순두부청국장,주차장 넓고 맛도 좋아요사람도 많습니다! 맛있어요~^^,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9947,#주차장 넓고#맛도 좋아요#맛있어요
443,Review - 차현희순두부청국장,여행지가서 이런 가성비 있는 음식이라니 심지어 맛도 넘 좋아요 순두부 먹을꺼면 앞으로 초당마을 에서는 요기로 갈꺼같아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9939,#가성비 있는 음식#맛도 넘 좋아요#초당마을 에서는 요기로
444,Review - 차현희순두부청국장,우선 전용 주차 구역이 많아서 주차하기 편리해요3인분 이상 주문시 모두부가 제공 되어요밑반찬으로 여러가지가 나오는데 그 중 제육볶음이 진짜 맛있어요 제육볶음만으로도 한공기 뚝딱 할 수 있어요전골은 졸이면 졸일수록 더욱 맛이 깊어져서 오래 끓이고 드시는걸 추천드려요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9789,#주차하기 편리해요#제육볶음이 진짜 맛있어요#맛이 깊어져서
445,Review - 차현희순두부청국장,밑반찬이 진짜 맛있고 청국장이 깔끔해서 밥한공기 뚜딱했습니다!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9489,#진짜 맛있고#깔끔해서#밥한공기 뚜딱했습니다
446,Review - 차현희순두부청국장,"냄새 안나는 청국장은 처음 먹어봤어요!생선 나오고 두부, 제육볶음, 간장게장 등 반찬도 푸짐해요 추천합니다~","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9725,#냄새 안나는 청국장#반찬도 푸짐해요#추천합니다
447,Review - 차현희순두부청국장,맛있었어요. 순두부정식은 3인 이상이면 두부도 줍니다. 두부도 비지도 맛있었고요. 직원응대는 그냥 그랬어요. 워낙 사람이 많아서 그럴지도?,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9851,#맛있었어요#두부도 맛있었고요#비지도 맛있었고요
448,Review - 차현희순두부청국장,조금 비싸긴한데 순두부도 맛있고밑반찬들도 맛있었어요!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9863,#순두부도 맛있고#밑반찬들도 맛있었어요
449,Review - 차현희순두부청국장,강릉여해중 아침으로 순두부 청국장중에 청국장으로 골랐고 순두부도 조금 같이시켜먹었어요. 맛있게 건강해지는 느낌. 추천합니다.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9968,#맛있게 건강해지는 느낌#추천합니다
450,Review - 차현희순두부청국장,아침 일찍 식사가 가능 (예약 따로 안해도 됨) 매장 크고 좌석 많아서 좋다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9617,#아침 일찍 식사가 가능#예약 따로 안해도 됨#매장 크고 좌석 많아서 좋다
451,Review - 차현희순두부청국장,반찬 전반적으로 맛있고 좋았어요. 맛집이라 주말엔 대기가 좀 있을수도!,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9937,#맛있고 좋았어요#반찬 전반적으로#맛집이라
452,Review - 차현희순두부청국장,차현희 순두부도 되게 유명해서 갔는데 간신히 대기없이 들어갔어요 ! 사람 엄청많고 음식이 약간 걸려요 정식으로 시키면 이것저것 푸짐하게 나와서 엄청 배부르게 먹을수있습니다 국물도 시원하고 가족끼리가면 아주 좋을것같아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,negative,0.7072,#음식이 약간 걸려요#사람 엄청많고
453,Review - 차현희순두부청국장,초당순두부촌의 순두부 전문식당으로 식객에 나온식당. 이웃의 순두부집은 다녀보아 오늘은 이곳에서 아침식사하기로 했다. 다른 집들과 비슷하다. 순두부촌의 여러집들과 거의 비슷한 맛으로 어디를 가든 큰 상관 없지않나하는 맛이다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.6909,#순두부 전문식당#아침식사하기로 했다#큰 상관 없지않나
454,Review - 차현희순두부청국장,"근처 동화가든 가려다200명 대기남은거보고 넘어간 집이에요. 식객에 나온 가게로 홍보하는 가게여서그런가이집도 대기 30여명이었지만,20분 안에 들어갔어요.순두부전골 뿐아니라밑반찬이 엄청 맛있었어요. 특히 가자미.제 인생가자미임. 이지역 특산물인가 엄청 신선함. 일반 밑반찬도 무료리필 가능강릉오면 여기 또옵니다.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.8607,#엄청 맛있었어요#대기 30여명#20분 안에#인생가자미임#엄청 신선함#무료리필 가능#또옵니다
455,Review - 차현희순두부청국장,"두부전골은 깔끔, 개운, 자극적이지 않은 맛이다. 반찬도 깔끔하게 나오고 맛있음. 다만 가격이 조금 비싼감은 있음.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9845,#깔끔#개운#맛있음
456,Review - 차현희순두부청국장,맛있다 깔끔하다 양이많다반찬이 직접 셀프라 눈치안본다청국장이 냄새가진하지얺아서 기대안했는데굉장히맛있다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9794,#맛있다#깔끔하다#양이많다#굉장히맛있다
457,Review - 차현희순두부청국장,"매장 앞 대형 주차장 두부, 청국장 다 맛있어요 반찬 다양함","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.8981,#두부 맛있어요#청국장 다 맛있어요#반찬 다양함
458,Review - 차현희순두부청국장,기대 많이 안했는데 생각보다 맛있었고 반찬도 리필되고 푸짐합니다! 가족 식사로 괜찮아요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9978,#생각보다 맛있었고#반찬도 리필되고#푸짐합니다#가족 식사로 괜찮아요
459,Review - 차현희순두부청국장,밑반찬들이 맛있어요. 처음보다는 맛이 없어진것 같기도 하지만 가볍게 방문할 만 합니다,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.6433,#밑반찬들이 맛있어요#가볍게 방문할 만
460,Review - 차현희순두부청국장,순두부가 진짜 고소하고 맛있어요. 관광지 음식점 답게 회전이 빠르고 룸이 큽니다. 다만 2인이상 주문 가능한 음식이 많아 혼밥은 어려워요,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.969,#진짜 고소하고#맛있어요#회전이 빠르고#룸이 큽니다
461,Review - 차현희순두부청국장,주말이라 사람 많았지만 그래도 회전율 빨라서 맛있게 먹고 왔어요.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9509,#회전율 빨라서#맛있게 먹고
