name,category_id,address_cd,signature_menu,latitude,longitude,post_id
내대리막국수,BC01,강원도 철원군 갈말읍 내대1길 29-10,막국수,38.20149946,127.2981636,1
남대천황가네매운탕,BC01,강원도 철원군 갈말읍 군탄로 41,매운탕,38.14924655,127.3054608,1
철원막국수,BC01,강원도 철원군 갈말읍 명성로158번길 13,막국수,38.1465418,127.3113089,1
정원본가,BC01,강원도 철원군 갈말읍 삼부연로18번길 27,돼지갈비,38.1448921,127.3100784,1
동주산성,BC01,강원도 철원군 갈말읍 호국로 4507,갈비탕,38.1718822,127.3228614,1
민통선 한우촌,BC01,강원도 철원군 갈말읍 호국로 4987,갈비탕,38.1718822,127.3228614,1
전선휴게소,BC01,강원도 철원군 김화읍 금강산로 2012,메기매운탕,38.3007671,127.3578172,1
모가,BC01,강원도 철원군 김화읍 청양로 206-1,한식,38.2472722,127.399208,1
솔향기,BC01,강원도 철원군 동송읍 금학로 31-10,만두전골,38.19294594,127.2266807,1
함지박오리숯불구이,BC01,강원도 철원군 동송읍 금학로229번길 6-8,오리구이,38.20905579,127.2168952,1
평강 토종닭,BC01,강원도 철원군 철원읍 대마1길 34-60,닭백숙,38.26531717,127.1648409,1
장가네더덕밥,BC01,강원도 춘천시 동면 소양강로 202,한정식,37.907434,127.7490455,1
얼사랑홍삼청국장,BC01,강원도 춘천시 동면 구룡당길 45,홍삼청국장,37.9007536,127.7899076,1
콩사랑마을,BC01,강원도 춘천시 동내면 거두택지길 65-7,두부전골,37.85586,127.7585099,1
보릿고개,BC01,강원도 춘천시 동면 서부대성로 483,보리밥정식,37.8719183,127.7626193,1
대룡산막국수,BC01,강원도 춘천시 동내면 동내로 181,막국수,37.8493427,127.7551744,1
금대골,BC01,강원도 춘천시 동면 금촌로 250-1,두루치기,37.8707879,127.7819597,1
진미닭갈비,BC01,강원도 춘천시 백령로 51,닭갈비,37.8783428,127.7506619,1
유포리막국수,BC01,강원도 춘천시 신북읍 맥국2길 123,"막국수, 편육 ",37.9378613,127.7781804,1
토담,BC01,강원도 춘천시 신북읍 신샘밭로 662,닭갈비,37.9492188,127.8150299,1
가보자순대국,BC01,강원도 춘천시 신북읍 율문2길 11,순대국밥,37.9270223,127.7464872,1
초가뭉텅찌개,BC01,강원도 춘천시 신북읍 율문길107-1,뭉텅찌개,37.92498364,127.7496654,1
홍골솔밭집,BC01,강원도 춘천시 신숭겸로 272-93,두부찌개,37.8967909,127.6707037,1
위도횟집,BC01,강원도 춘천시 옥산포길 39-1,메기매운탕,37.9247319,127.7227127,1
1.5닭갈비,BC01,강원도 춘천시 후만로 77,닭갈비,37.8763832,127.7547236,1
우성닭갈비,BC01,강원도 춘천시 동면 만천양지길 87,닭갈비,37.8885554,127.7679513,1
부안막국수,BC01,강원도 춘천시 후석로344번길 8,막국수,37.8822215,127.750814,1
대풍삼계탕,BC01,강원도 태백시 먹거리1길 21,삼계탕,37.1739982,128.989384,1
황가네숯불구이,BC01,강원도 태백시 번영로 209,백반,37.1650144,128.9853551,1
고향이야기,BC01,강원도 평창군 대관령면 눈마을길 9,곤드레밥,37.670582,128.7100321,1
영진이네,BC01,강원도 평창군 대화면 대화중앙1길 6,염소탕,37.4948884,128.4581067,1
영춘가든,BC01,강원도 평창군 미탄면 서동로 3591-10,옻백숙,37.3423413,128.49087,1
거기매운탕,BC01,강원도 평창군 방림면 평창대로 158-4,매운탕,37.4413467,128.4295407,1
다키닥팜,BC01,강원도 평창군 봉평면 금당계곡로 1731-5,오리구이,37.5259719,128.3954142,1
늘봄먹거리,BC01,강원도 평창군 봉평면 장촌길 3,메밀싹비빔밥,37.61302616,128.3788832,1
운두령,BC01,강원도 평창군 용평면 운두령로 825,송어회,37.6378551,128.4959684,1
고바우식당,BC01,강원도 평창군 진부면 청송로 90-1,밀면,37.636448,128.5526477,1
스쿨카페한입,BC01,강원도 평창군 평창읍 노람들길 123-1,한강라면,37.3702678,128.4033189,1
메밀마을,BC01,강원도 홍천군 동면 사락골길 24-2,메밀총떡,37.67398358,127.9442126,1
꽃골,BC01,강원도 홍천군 동면 속초리 268-3,녹두삼계탕,37.6705171,127.9581632,1
원골,BC01,강원도 홍천군 북방면 영서로 2996,곤드레밥,37.6870583,127.8573166,1
솔향기,BC01,강원도 홍천군 북방면 영서로 3012,"뽕잎밥, 간장게장",37.6870583,127.8573166,1
원소리막국수,BC01,강원도 홍천군 북방면 팔봉산로 1866,"막국수, 두부전골",37.7382782,127.814742,1
홍천사랑말한우,BC01,강원도 홍천군 북방면 홍천로 13-5,한우구이,37.692078,127.8655544,1
금수강산막국수,BC01,강원도 홍천군 서면 한치골길 785,막국수,37.7008815,127.6955488,1
홍천순대,BC01,강원도 홍천군 서석면 풍암리 271-12,"순대국, 염소탕",37.7147769,128.1856082,1
옛날솥뚜껑감자탕,BC01,강원도 홍천군 홍천읍 무궁화로 91-1,뼈다귀해장국,37.6882529,127.8795353,1
웰빙칼국수,BC01,강원도 홍천군 홍천읍 신장대로 45-6,추어칼국수,37.6903109,127.8820176,1
양지말화로구이,BC01,강원도 홍천군 홍천읍 양지말길 17-4,"돼지구이, 양념갈비",37.6594201,127.8319656,1
길매식당,BC01,강원도 홍천군 화촌면 구룡령로 214-3,잣두부전골,37.7325573,128.1119231,1
신토불이,BC01,강원도 홍천군 화촌면 굴운로75번길 20-5,고등어두부구이,37.73605312,127.9502751,1
성산식당,BC01,강원도 홍천군 화촌면 성산로 156,제육볶음,37.7664467,127.9615188,1
뽀야네식당,BC01,강원도 화천군 상서면 구둔지길 59,보리밥,38.11489331,127.6814834,1
웰빙오골계세상,BC01,강원도 화천군 화천읍 가손이길 43,"오골계, 닭백숙",38.10059205,127.7255345,1
향토보리밥,BC01,강원도 화천군 화천읍 중앙로6길 20,"닭볶음탕, 보리밥 ",38.1032933,127.7057643,1
옛골식당,BC01,강원도 화천군 화천읍 중앙로4길 13-3,외도리탕,38.1037427,127.7052689,1
낭천가든,BC01,강원도 화천군 화천읍 중앙로6길 21-9,오리백숙,38.1032933,127.7057643,1
대이리쉼터,BC01,강원도 화천군 화천읍 평화로 431,메기매운탕,38.2260381,127.8337541,1
성원,BC01,강원도 화천군 화천읍 하리 45-6,돼지고기김치찌개,38.1032755,127.6994658,1
대청마루,BC01,강원도 화천군 화천읍 하리 47-12,곤드레돌솥밥,38.1032755,127.6994658,1
쌍둥이네미꾸라지탕,BC01,강원도 횡성군 공근면 공근남로 37,미꾸라지탕,37.533698,127.96675,1
순이해장국,BC01,강원도 횡성군 안흥면 안흥로 40,추어칼국수,37.4129894,128.1575535,1
전양옥 진소매운탕,BC01,강원도 횡성군 안흥면 주천강로안흥2길 19-10,진소어탕칼국수,37.40173585,128.1484618,1
횡성한우마을,BC01,강원도 횡성군 우천면 수남로 348,한우구이,37.459687,128.064223,1
네덜란드 꿩만두,BC01,강원도 횡성군 우천면 한우로우항7길 12,만두국,37.45138919,128.0743531,1
횡성보양식청하카페,BC01,강원도 횡성군 횡성읍 문예로 11,능이백숙,37.4859911,127.972059,1
횡성한우곰탕,BC01,강원도 횡성군 횡성읍 문화체육로 40,"한우곰탕, 설렁탕 ",37.4945967,127.9936695,1
운동장해장국,BC01,강원도 횡성군 횡성읍 삼일로 79,한우해장국,37.4931853,127.9863273,1
이모네칼국수,BC01,강원도 횡성군 횡성읍 읍하북로 40,장칼국수,37.4952591,127.9885366,1
선돌막국수,BC01,강원도 횡성군 횡성읍 입석로 34,"칼국수, 만두국",37.479718,127.982288,1
고네미막국수,BC01,강원도 횡성군 횡성읍 한우로 765-2,건진국수,37.4869556,128.0025357,1
박현자네더덕밥,BC01,강원도 횡성군 횡성읍 횡성로 59,더덕정식,37.4594644,127.9759298,1
팔도강산매운탕,BC01,충청북도 괴산군 괴산읍 괴강로느티울길 32,민물매운탕,36.80306267,127.8204407,1
우리매운탕,BC01,충청북도 괴산군 괴산읍 괴강로느티울길 8-2,"잡어매운탕, 메기매운탕",36.805151,127.8192414,1
주차장식당,BC01,충청북도 괴산군 괴산읍 읍내로 282,올갱이해장국,36.8098802,127.7950299,1
중앙닭집,BC01,충청북도 괴산군 괴산읍 읍내로 319,삼계탕,36.8098802,127.7950299,1
청풍면옥,BC01,충청북도 괴산군 괴산읍 읍내로2길 42,"냉면, 만두",36.809029,127.7928237,1
산들가든,BC01,충청북도 괴산군 문광면 모래재로 1241,야채수제비,36.7954629,127.7415563,1
목도매운탕,BC01,충청북도 괴산군 불정면 문무로 901,매운탕,36.8531387,127.8310106,1
한도니랑정육식당,BC01,충청북도 괴산군 사리면 사리로 226-5,짜글이,36.8063007,127.6460172,1
토속정,BC01,충청북도 괴산군 청천면 괴산로 1332,올갱이해장국,36.6599412,127.7382616,1
형제식당,BC01,충청북도 괴산군 칠성면 미선로 3,묵밥,36.7841844,127.9061941,1
향산휴게소식당,BC01,충청북도 단양군 가곡면 남한강로 1004,닭도리탕,37.0541944,128.4162329,1
소백산더덕동동주매운칼국수,BC01,충청북도 단양군 단양읍 고수동굴길 3-11,칼국수,36.98760515,128.3817309,1
대산원조마늘순대,BC01,충청북도 단양군 단양읍 도전5길 25 1층,순대국밥,36.98200532,128.369911,1
경주식당,BC01,충청북도 단양군 단양읍 도전6길 14,복매운탕,36.9806735,128.3701309,1
미성명가,BC01,충청북도 단양군 단양읍 별곡4길 4,닭갈비,36.9841773,128.3687459,1
장다리식당,BC01,충청북도 단양군 단양읍 삼봉로 370,마늘정식,36.9934229,128.354366,1
전원회관,BC01,충청북도 단양군 단양읍 중앙1로 42,떡갈비,36.9852789,128.3655451,1
한일맛집,BC01,충청북도 단양군 매포읍 평동14길 30,단양마늘찜닭,37.0319674,128.3028673,1
향미식당,BC01,충청북도 단양군 매포읍 평동4길 5,찹쌀탕수육,37.0303557,128.303438,1
감천매운탕,BC01,충청북도 단양군 영춘면 강변로 95,매운탕,37.0743325,128.4868007,1
능이칼국수,BC01,충청북도 보은군 보은읍 성족2길 41,칼국수,36.51184828,127.7571418,1
신촌가든,BC01,충청북도 보은군 보은읍 장신4길 9-1,버섯찌개,36.4823624,127.712959,1
석정,BC01,충청북도 보은군 속리산면 법주사로 272,"능이전골, 능이해장국",36.5308049,127.8215381,1
금바우가든,BC01,충청북도 보은군 속리산면 사내1길 175-4,송이백숙,36.538132,127.8215675,1
경희식당,BC01,충청북도 보은군 속리산면 사내7길 11-4,한정식,36.5322801,127.8222366,1
금강식당,BC01,충청북도 보은군 탄부면 하장3길 4,백반,36.4327394,127.7994058,1
청학동,BC01,충청북도 영동군 상촌면 민주지산로 3013,능이버섯전골,36.14841083,127.9144211,1
폭포가든,BC01,충청북도 영동군 심천면 옥계폭포길 144,"우렁쌈장, 우렁된장찌개",36.214608,127.6876814,1
가선식당,BC01,충청북도 영동군 양산면 금강로 760,어죽,36.1273144,127.6425539,1
삼미가든,BC01,충청북도 영동군 영동읍 구교로 32-28,오리백숙,36.1754266,127.7808883,1
이수한우영농조합법인,BC01,충청북도 영동군 영동읍 난계로 1108,갈비탕,36.1736327,127.7738387,1
왕도야지족발,BC01,충청북도 영동군 영동읍 영동천2길 17,족발,36.1699585,127.786914,1
신라,BC01,충청북도 영동군 영동읍 회동로1길 8,쌈밥정식,36.16978419,127.8078584,1
한가네행복한오리,BC01,충청북도 영동군 용산면 용산로1길 24,오리주물럭,36.25750868,127.8314838,1
안성식당,BC01,충청북도 영동군 황간면 영동황간로 1618,올뱅이국밥,36.2259671,127.9025247,1
황간낙지,BC01,충청북도 영동군 황간면 영동황간로 1688,낙지볶음,36.2260081,127.901727,1
강산가든,BC01,충청북도 영동군 황간면 월류봉길 45,민물매운탕,36.234157,127.8898582,1
소정마을,BC01,충청북도 옥천군 옥천읍 성왕로 1313-1,황태구이,36.3119043,127.5689415,1
우리밀손칼국수,BC01,충청북도 옥천군 군북면 소정2길 6-1,"우리밀칼국수,보리밥",36.35541518,127.5963862,1
일미해장국,BC01,충청북도 옥천군 옥천읍 금장로 105,"해장국,해제비",36.2965414,127.5748198,1
옥천초량순대,BC01,충청북도 옥천군 옥천읍 금장로 22,"순대국, 수육",36.2965414,127.5748198,1
대박집,BC01,충청북도 옥천군 옥천읍 성왕로 1250,생선국밥,36.3128573,127.5725092,1
수반쭈꾸미,BC01,충청북도 옥천군 옥천읍 향수1길 19-23,쭈꾸미정식,36.31287461,127.5798635,1
옥천묵집,BC01,충청북도 옥천군 옥천읍 향수7길 8,묵밥,36.3152433,127.5829786,1
선광집,BC01,충청북도 옥천군 청산면 지전1길 26,"생선국수, 생선튀김",36.3458697,127.7923025,1
찐한식당,BC01,충청북도 옥천군 청산면 지전길 14,생선국수,36.3465893,127.7917269,1
정통의정부부대찌개,BC01,충청북도 음성군 금왕읍 금일로 391,부대찌개,36.9923796,127.5754567,1
고향순대,BC01,충청북도 음성군 금왕읍 음성로 1197,순대국,36.99588168,127.5984432,1
오선식당,BC01,충청북도 음성군 금왕읍 초금로 740,"제육볶음, 백반",36.9779862,127.5638803,1
원조생극해장국본점,BC01,충청북도 음성군 생극면 음성로 1683-1,내장탕,37.0481075,127.6024573,1
미감손칼국수,BC01,충청북도 음성군 음성읍 문화길 15-1,칼국수,36.9376189,127.6934956,1
우레정,BC01,충청북도 음성군 음성읍 시장로 118,두루치기,36.9369379,127.6918915,1
진명식당,BC01,충청북도 음성군 음성읍 용광로 24,김치찌개,36.9435109,127.6871684,1
하마가든,BC01,충청북도 제천시 금성면 신담길 214-9,닭볶음탕,37.0566842,128.1792418,1
장수식당,BC01,충청북도 제천시 덕산면 약초로 115,능이버섯짜글이,36.8942159,128.1865008,1
산아래,BC01,충청북도 제천시 봉양읍 앞산로 174,약초쌈밥,37.1294612,128.1220906,1
미당한방막국수,BC01,충청북도 제천시 봉양읍 용두대로34길 26,막국수,37.15970268,128.1630364,1
시인과농부,BC01,충청북도 제천시 봉양읍 용두대로 760,곤드레밥,37.1496291,128.1251374,1
대보명가,BC01,충청북도 제천시 용두대로 287,"제천약초밥상, 약초떡갈비",37.1554874,128.180928,1
옛날순두부,BC01,충청북도 제천시 중말2길 21,"두부전골, 순두부",37.12955707,128.2497556,1
시골순두부,BC01,충청북도 제천시 중말8길 22,"순두부, 산초·들기름두부구이",37.13049997,128.2544033,1
미소닭갈비,BC01,충청북도 제천시 청전대로15길 10,닭갈비,37.1555613,128.2133885,1
청풍명월,BC01,충청북도 제천시 청풍면 청풍호로58길 10-4,우렁쌈밥,36.9979741,128.1667123,1
우리식당,BC01,충청북도 제천시 한수면 미륵송계로8길 12,자연산버섯전골,36.8850315,128.08018,1
태화식당,BC01,충청북도 증평군 증평읍 삼보로7길 33,염소탕,36.7823129,127.5785186,1
평창메밀,BC01,충청북도 증평군 증평읍 삼일로 9,"막국수, 묵밥",36.7794695,127.5811427,1
보금,BC01,충청북도 진천군 광혜원면 화랑5길 25,삼겹살,36.992751,127.438577,1
곰가내,BC01,충청북도 진천군 백곡면 백곡로 835-8,쌀밥정식,36.8837107,127.3755584,1
새울목오리탕,BC01,충청북도 진천군 이월면 화산동길 16,오리탕,36.937654,127.4066329,1
근호 손칼국수,BC01,충청북도 진천군 진천읍 문화로 38-1,칼국수,36.8500549,127.4431031,1
진해횟집,BC01,충청북도 진천군 진천읍 백사천길 41,물회,36.86054991,127.4442824,1
청해식당,BC01,충청북도 진천군 진천읍 원덕로 390,손칼국수,36.8515518,127.448123,1
남노,BC01,충청북도 진천군 진천읍 중앙동로 136,"찌개, 전골",36.863872,127.4432191,1
사또가든,BC01,충청북도 진천군 초평면 금오길 55,"붕어찜, 새뱅이찌개",36.80932047,127.5107387,1
송애집,BC01,충청북도 진천군 초평면 초평로 1051-5,붕어찜,36.845497,127.5187973,1
쌍곡자연산버섯,BC01,충청북도 청원군 오창읍 구룡택지로 17,"버섯전골, 오리백숙",36.70940861,127.4131591,1
한식경,BC01,충청북도 청주시 과상미로83번길 16,버섯찌개,36.6470751,127.460854,1
서문우동,BC01,충청북도 청주시 상당구 무심동로392번길 8,"우동,빵",36.6355787,127.4854028,1
경주집버섯찌개,BC01,충청북도 청주시 상당구 남사로93번길 21,버섯찌개,36.6327345,127.4858212,1
쭈꾸미애,BC01,충청북도 청주시 상당구 낭성면 산성로 1037,쭈꾸미덮밥,36.622439,127.625586,1
옛길어죽,BC01,충청북도 청주시 상당구 명암로 511,어죽국수,36.6538137,127.5399385,1
부부농장,BC01,충청북도 청주시 상당구 문의면 대청호반로 834-1,고추장삼겹살,36.5182415,127.500914,1
고향식당,BC01,충청북도 청주시 상당구 미원면 미원시내2길 8,"올갱이해장국, 올갱이무침",36.6320602,127.6539625,1
상당집,BC01,충청북도 청주시 상당구 성내로118번길 1,비지장,36.66351734,127.5423591,1
두레,BC01,충청북도 청주시 서원구 남이면 남이외천길 21,"가마구이, 생선구이",36.55288423,127.4297247,1
초가정,BC01,충청북도 청주시 서원구 남이면 청남로 1403-31,청국장,36.5622359,127.4461866,1
산야초하수오삼계탕,BC01,충청북도 청주시 서원구 두꺼비로70번길 85,"삼계탕, 백숙",36.6108391,127.4673054,1
개신동해장국,BC01,충청북도 청주시 서원구 모충로 16,해장국,36.6250408,127.4671641,1
신흥각,BC01,충청북도 청주시 서원구 사직대로201번길 9-15,꿩칼국수,36.6359178,127.4702942,1
풍차쭈꾸미,BC01,충청북도 청주시 서원구 용평로113번길 23,쭈꾸미볶음,36.60507487,127.488307,1
용궁해물칼국수,BC01,충청북도 청주시 청원구 내수읍 청암로 119,해물칼국수,36.7242858,127.5376004,1
청일가든,BC01,충청북도 청주시 청원구 내수읍 미원초정로 1302,오리백숙,36.71609301,127.6033549,1
타이어하우스,BC01,충청북도 청주시 청원구 북이면 신대석성로 116,어죽국수,36.7395112,127.5416493,1
대추나무집,BC01,충청북도 청주시 청원구 사천로18번길 5,짜글이 찌개,36.6785467,127.4806347,1
봉용불고기,BC01,충청북도 청주시 청원구 중앙로 108,양념삽겹살,36.6542173,127.4871958,1
반암막국수,BC01,충청북도 청주시 청원구 오창읍 성산2길 20,막국수와 닭볶음탕,36.74141782,127.4247075,1
덤블식당,BC01,충청북도 청주시 청원구 향군로31번길 32,"된장찌개, 김치찌개",36.6480872,127.4858868,1
본궁석갈비,BC01,충청북도 청주시 흥덕구 가포산로 197,석갈비,36.6170071,127.4146325,1
대명도리탕,BC01,충청북도 청주시 흥덕구 백봉로 188-1,닭도리탕,36.6493803,127.4447023,1
우향,BC01,충청북도 청주시 흥덕구 예체로 171,"불고기, 갈비탕",36.6392613,127.4689683,1
산정칡냉면,BC01,충청북도 청주시 흥덕구 풍산로33번길 11,냉면,36.6276566,127.4335768,1
중앙탑메밀마당,BC01,충청북도 충주시 중앙탑면 중앙탑길 103,메밀막국수,37.0262676,127.8595234,1
버드나무집,BC01,충청북도 충주시 금가면 경촌1길 2,황태구이정식,37.04312141,127.9265408,1
육미천하,BC01,충청북도 충주시 노은면 연화2길 10,"더덕구이, 사슴탕",37.04509443,127.7627594,1
다래식당,BC01,충청북도 충주시 산척면 동산로 676,손두부 코다리찜,37.07781823,127.9604401,1
황금횟집,BC01,충청북도 충주시 샘골길 13,비빔회덮밥,36.9659669,127.9531392,1
양순이네,BC01,충청북도 충주시 앙성면 가곡로 953-11,가오리찜,37.1088237,127.7498577,1
실비집,BC01,충청북도 충주시 엄정면 새동네1길 7-24,참매자조림,37.07986289,127.8926569,1
숲사랑,BC01,충청북도 충주시 응골4길 27-18,해물닭볶음탕,36.9972951,127.9307744,1
덕산순대,BC01,충청북도 충주시 충인8길 4-2,"국밥, 순대, 김치만두",36.9749442,127.930075,1
홍콩삼겹살,BC01,대전광역시 대덕구 계족산로81번길 11,삼겹살,36.3661412,127.4375582,1
초가랑,BC01,대전광역시 대덕구 대청호수로1326번길 70-29,장아찌밥상,36.4131399,127.4656742,1
샘골농장,BC01,대전광역시 동구 대청호수로428번길 99,"장어, 붕어찜, 매운탕",36.3632848,127.4809188,1
진수성찬,BC01,대전광역시 동구 백룡로 29,백반,36.3332039,127.4549639,1
장충동할머니왕족발보쌈,BC01,대전광역시 동구 백룡로75-43,"족발,막국수",36.3341902,127.4552514,1
두부요리콩밭,BC01,대전광역시 동구 세천공원로 51,손두부요리 및 흑염소,36.3306952,127.4817083,1
오씨칼국수,BC01,대전광역시 동구 옛신탄진로 13,"물총, 칼국수",36.3419032,127.4253492,1
원미면옥,BC01,대전광역시 동구 옥천로 421,"냉면, 비빔냉면",36.3221715,127.4433005,1
소담애,BC01,대전광역시 서구 계룡로509번길 45,"족발, 보쌈",36.345529,127.3826943,1
갯벌바지락칼국수,BC01,대전광역시 서구 괴정로 71-1,바지락칼국수,36.3407871,127.3800171,1
소나무풍경,BC01,대전광역시 서구 괴정로116번길 42,곰탕,36.336671,127.3844641,1
동방명주,BC01,대전광역시 서구 문예로 15,"사천탕면, 짬뽕",36.3545077,127.3900084,1
문정로설렁탕,BC01,대전광역시 서구 문정로 40번길 64,"설렁탕, 갈비탕",36.3436628,127.383446,1
공주칼국수,BC01,대전광역시 서구 용문로 32,"칼국수, 주꾸미구이",36.3395831,127.3872613,1
금평식당,BC01,대전광역시 서구 장안로 53,"추어탕, 미꾸라지튀김",36.2094171,127.3386978,1
일당감자탕,BC01,대전광역시 유성구 계룡로59번길 36,감자탕,36.355749,127.3378232,1
궁중보쌈,BC01,대전광역시 유성구 계룡로46번길 26,"족발, 보쌈",36.3531493,127.3351382,1
솔밭묵집,BC01,대전광역시 유성구 관용로 51,"묵사발, 보리밥",36.4147927,127.3820215,1
산골묵집,BC01,대전광역시 유성구 관용로63번길 47,"묵무침, 묵사발",36.414931,127.3840706,1
남자만추어탕,BC01,대전광역시 유성구 구룡달전로 62,추어탕,36.4402043,127.3836366,1
토종칼국수,BC01,대전광역시 유성구 노은서로 61,"칼국수, 족발",36.3804636,127.3165403,1
권인순갈비김치찌개,BC01,대전광역시 유성구 노은서로76번길 75-5,갈비김치찌개,36.3673144,127.3154656,1
황태고을,BC01,대전광역시 유성구 문화원로 153,황태진국,36.3593755,127.3437084,1
방동선촌,BC01,대전광역시 유성구 성북로 64,"매운탕, 붕어찜, 선촌탕",36.3123256,127.2910008,1
신선매운탕,BC01,대전광역시 유성구 성북로 74,"메기탕, 새우탕",36.2888496,127.3055687,1
수통골감나무집,BC01,대전광역시 유성구 수통골로 69,오리수육,36.3456259,127.2933515,1
쌈촌오리,BC01,대전광역시 유성구 지족로349번길 72,"쌈밥, 오리로스",36.3872712,127.3173257,1
신대산식당,BC01,대전광역시 유성구 진잠로106번길 66,"영양탕, 삼계탕",36.3011793,127.316427,1
한마음냉면,BC01,대전광역시 유성구 진잠로70번길 41,"김치비빔면, 평양냉면",36.2983194,127.3182431,1
고향흑염소,BC01,대전광역시 유성구 한밭대로 266-11,흑염소 전골,36.3633543,127.3406105,1
숯골원냉면,BC01,대전광역시 유성구 현충원로 173,"냉면, 백숙",36.3594122,127.3243557,1
알밤가든,BC01,대전광역시 유성구 현충원로 401-9,약오리,36.3592593,127.3152647,1
이조,BC01,대전광역시 중구 당디로 12,"영양돌솥밥, 백반",36.3125423,127.3921145,1
월산본가,BC01,대전광역시 중구 대종로 455,"냉면, 갈비탕",36.3018375,127.452074,1
별뜨는집,BC01,대전광역시 중구 보문로162번길 66,"고등어, 갈치조림",36.3187847,127.4284235,1
반찬식당,BC01,대전광역시 중구 보문산공원로 484,"보리밥, 파전",36.3153049,127.4240449,1
선화콩나물밥,BC01,대전광역시 중구 선화로119번길 33,"콩나물밥, 육회",36.3310653,127.4199903,1
우리숯불꼼장어닭발,BC01,대전광역시 중구 수침로 94,"숯불풍천장어, 닭발",36.3241872,127.4013296,1
죽림,BC01,세종특별자치시 금남면 바람재로 151-7,한우암소숯불구이,36.4492191,127.3234056,1
초정약수식당,BC01,세종특별자치시 금남면 초정길 37,백숙,36.48215526,127.3380483,1
연비정가든,BC01,세종특별자치시 금남면 초정길 69,닭볶음탕,36.48340698,127.3386772,1
산장가든,BC01,세종특별자치시 연서면 도신고복로 1131-7,석갈비,36.5930606,127.2605059,1
도가네매운탕,BC01,세종특별자치시 연서면 도신고복로 585,메기매운탕,36.599961,127.2270346,1
봉서골,BC01,세종특별자치시 연서면 봉암길 119-9,염소전골,36.5615458,127.2828335,1
강촌매운탕,BC01,세종특별자치시 장군면 영평사길 3-30,매운탕,36.4753139,127.2379813,1
도랫말옛보리밥,BC01,세종특별자치시 전의면 동신길 2,보리밥정식,36.6836194,127.2120256,1
고향맛집,BC01,충청남도 계룡시 엄사면 배울길 97,동태찌게,36.25951134,127.211482,1
금강관,BC01,충청남도 공주시 관광단지길 12,보리굴비,36.4657191,127.1086116,1
시골손칼국수,BC01,충청남도 공주시 먹자1길 19,칼국수,36.4555657,127.1233827,1
시장정육점식당,BC01,충청남도 공주시 백미고을길 10-5,"알밤육회비빔밥, 갈비탕",36.4654521,127.1215209,1
퓨전일식해상공원,BC01,충청남도 공주시 백미고을길 17-14,회정식,36.4654521,127.1215209,1
매향,BC01,충청남도 공주시 백미고을길 18,"맷돌평양냉면, 메밀막국수",36.4654521,127.1215209,1
곰골식당,BC01,충청남도 공주시 봉황산1길 1-2,생선구이,36.4500251,127.1177669,1
인삼장어백탄구이,BC01,충청남도 금산군 금산읍 군청3길 7,인삼장어,36.1090312,127.4854879,1
박가네집,BC01,충청남도 금산군 금산읍 남사직6길 33,소고기,36.1078779,127.4788654,1
귀빈식당,BC01,충청남도 금산군 금산읍 뒷담말길 36,청국장정식,36.1044144,127.4900089,1
토담골,BC01,충청남도 금산군 금산읍 비단로 396,굴비정식,36.1103252,127.4905655,1
묵집도토리칼국수,BC01,충청남도 금산군 복수면 복수로 93,묵밥,36.2246759,127.3757687,1
금산관광농원,BC01,충청남도 금산군 제원면 금강로 286-8,어죽,36.1107722,127.5443822,1
골목추어탕,BC01,충청남도 금산군 추부면 상마전길 9-3,추어탕,36.19244121,127.4665324,1
평매매운탕,BC01,충청남도 논산시 가야곡면 산노1길 89-21,민물매운탕,36.17014156,127.1798794,1
황산식당,BC01,충청남도 논산시 강경읍 옥녀봉로35번길 7,복매운탕,36.1613353,127.016095,1
태평식당,BC01,충청남도 논산시 강경읍 옥녀봉로35번길 9,복매운탕,36.1613353,127.016095,1
천평순대,BC01,충청남도 논산시 관촉로 113-7,순대국밥,36.2046076,127.0915323,1
샘골가든,BC01,충청남도 논산시 광석면 논산평야로 856-6,삼계탕,36.2311023,127.0956897,1
광석집,BC01,충청남도 논산시 광석면 장마루로 183-6,보신탕,36.2439454,127.0836006,1
안천매운탕,BC01,충청남도 논산시 부적면 부적로 619,민물매운탕,36.1856501,127.1595037,1
신풍매운탕,BC01,충청남도 논산시 부적면 신풍길 84-15,민물매운탕,36.18128817,127.177855,1
고향식당,BC01,충청남도 논산시 연산면 선비로 317,도가니탕,36.2156123,127.211806,1
은진손칼국수,BC01,충청남도 논산시 은진면 매죽헌로25번길 8,칼국수,36.1669081,127.1065028,1
태능초가집갈비,BC01,충청남도 논산시 중앙로 398번길 7-7,돼지갈비,36.20047165,127.0892429,1
진관삼거리식당,BC01,충청남도 당진시 고대면 항곡로 321,콩국수,36.91550499,126.6057373,1
하루가,BC01,충청남도 당진시 구봉로 101-98,암퇘지구이,36.9132287,126.6564865,1
김가면옥,BC01,충청남도 당진시 면천면 면천로 663-11,콩국수,36.8198526,126.6536564,1
딸부자집,BC01,충청남도 당진시 면천면 면천로 844-4,어죽,36.8198526,126.6536564,1
제일꽃게장,BC01,충청남도 당진시 백암로 246,게장백반,36.886548,126.6229322,1
우렁이박사,BC01,충청남도 당진시 신평면 샛터로 7-1,우렁쌈장,36.9023769,126.8025671,1
역내식당,BC01,충청남도 당진시 역천로 560,"어죽, 장어",36.8202668,126.6019429,1
